First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview
Billy,Zavala,danieljackson@gmail.com,USA,2024-01-12,13.0,Manager,QA Manual,0,2.0
Lisa,Sawyer,,Mexico,2021-12-28,9.0,Manager,Social Media Community Management,10,0.0
Rebecca,Bell,troyscott@gmail.com,Argentina,2025-10-14,6.0,Mid-Level,DevOps,5,9.0
Linda,Lopez,,Mexico,2024-11-03,0.0,Junior,Adobe Experience Manager,0,8.0
Maurice,Dudley,,Canada,2022-03-25,6.0,Manager,Sales,7,10.0
Teresa,Rodriguez,xharris@hotmail.com,Spain,2021-06-03,14.0,Intern,Mulesoft,3,2.0
Daniel,Arellano,boydkyle@yahoo.com,Brazil,2025-12-04,10.0,Manager,Client Success,4,1.0
Nicole,Hardy,spatton@yahoo.com,Argentina,2023-06-25,5.0,Trainee,Java Backend,9,0.0
Jeremy,Smith,eallen@gmail.com,Colombia,2024-07-22,6.0,Intern,Adobe Experience Manager,1,3.0
Matthew,Hebert,duffyjason@gmail.com,Canada,2023-12-31,6.0,Manager,DevOps,2,6.0
Mark,Booker,xknight@gmail.com,Canada,2022-02-06,0.0,Manager,Sales,6,
Jennifer,Henderson,hmurray@hotmail.com,Australia,2022-06-12,9.0,Mid-Level,Python Developer,6,
Phyllis,Russo,jonathan72@yahoo.com,Argentina,2021-07-10,20.0,Manager,Social Media Community Management,10,5.0
Jeremy,Gonzales,anthonymatthew@hotmail.com,Colombia,2022-02-07,14.0,Senior,Client Success,7,2.0
Richard,Peterson,khess@yahoo.com,Germany,2024-06-09,7.0,,Mulesoft,2,8.0
William,Goodwin,hernandezderrick@gmail.com,France,2025-10-30,18.0,Trainee,Java Backend,1,6.0
Angela,Cruz,aroth@gmail.com,India,2025-10-08,,Mid-Level,Adobe Experience Manager,1,5.0
Ann,Morrow,qroberts@hotmail.com,India,2022-09-07,14.0,Trainee,Mulesoft,5,3.0
Heather,Hudson,bowensteven@gmail.com,Australia,2022-05-09,3.0,Senior,React Frontend,1,3.0
Jared,Keller,james29@gmail.com,Colombia,2025-12-05,5.0,Lead,Sales,10,3.0
James,Scott,bethanyjackson@hotmail.com,Colombia,2026-01-05,9.0,Junior,Java Backend,100,4.0
Kimberly,Avila,crystalnunez@hotmail.com,Mexico,2023-03-31,17.0,Trainee,Python Developer,8,0.0
James,Reyes,vvalentine@yahoo.com,Colombia,2023-05-15,15.0,Mid-Level,Python Developer,9,6.0
Francis,Shields,patelrichard@hotmail.com,Colombia,2022-04-06,17.0,Manager,QA Manual,2,8.0
Melissa,Phillips,ynguyen@hotmail.com,Argentina,2022-01-19,5.0,Mid-Level,Adobe Experience Manager,0,5.0
Phillip,Nichols,dawnmarquez@hotmail.com,Germany,2022-09-02,18.0,Senior,Social Media Community Management,1,1.0
Frank,Shaw,andersontimothy@yahoo.com,Colombia,2024-05-04,16.0,Senior,Python Developer,9,6.0
Ronald,Clay,matthewhood@gmail.com,Germany,2024-12-05,17.0,Manager,Development - CMS Backend,9,2.0
Adrian,Ho,gomezandre@gmail.com,USA,2021-08-19,12.0,Manager,Sales,6,5.0
Amanda,Franco,adam86@yahoo.com,France,2023-01-15,6.0,Trainee,Mulesoft,8,8.0
Michael,Christensen,anthonychristensen@hotmail.com,Canada,2022-04-30,19.0,,React Frontend,8,9.0
Julie,Thomas,travis54@gmail.com,Australia,2025-09-10,11.0,Junior,QA Manual,3,7.0
Amanda,Cantrell,fruiz@yahoo.com,France,2022-08-22,1.0,Manager,Adobe Experience Manager,7,5.0
Deanna,Osborne,aavila@hotmail.com,UK,2022-10-26,,Trainee,Mulesoft,0,9.0
David,Jordan,tiffany88@yahoo.com,Brazil,2024-05-28,99.0,Senior,Social Media Community Management,10,4.0
Marie,Pope,samantha89@yahoo.com,Mexico,2023-02-18,3.0,Trainee,Social Media Community Management,10,3.0
Kristina,Hernandez,wbrown@hotmail.com,Mexico,2024-07-01,3.0,Junior,QA Manual,5,7.0
Karen,Johnson,,Australia,2022-12-22,17.0,Intern,Mulesoft,7,5.0
Christopher,Lopez,adrienne24@yahoo.com,Brazil,2024-10-07,15.0,Junior,Java Backend,1,10.0
Nichole,Medina,ryan09@hotmail.com,Argentina,2023-10-24,13.0,Senior,React Frontend,7,
Brian,Mathis,,USA,2025-12-01,16.0,,Adobe Experience Manager,3,8.0
Kimberly,Brown,rachelsolis@hotmail.com,Mexico,2021-06-07,16.0,Intern,Mulesoft,1,3.0
Karen,Smith,joshuaedwards@gmail.com,Australia,2022-11-14,2.0,Intern,DevOps,3,9.0
Philip,Mckay,,Germany,2025-09-10,5.0,Manager,Java Backend,7,1.0
Rebecca,Garcia,xblack@hotmail.com,Argentina,2025-04-14,12.0,Intern,Client Success,3,6.0
Cheryl,Owens,kingamanda@yahoo.com,India,2023-10-03,8.0,Senior,Adobe Experience Manager,100,7.0
Christina,Wilson,katrina92@yahoo.com,India,2023-10-21,20.0,Intern,React Frontend,6,3.0
Stephanie,Clayton,sally90@yahoo.com,Spain,2021-10-05,8.0,Trainee,Mulesoft,4,1.0
David,Mccormick,loriwagner@hotmail.com,Brazil,2024-02-11,7.0,Trainee,Adobe Experience Manager,7,8.0
John,Guzman,owenjames@hotmail.com,Ecuador,2024-06-24,16.0,Lead,Mulesoft,1,2.0
Tyler,Espinoza,brian19@hotmail.com,France,2023-10-25,15.0,,QA Manual,2,2.0
James,Ortiz,sarahhodge@yahoo.com,Colombia,2021-03-22,15.0,Mid-Level,Java Backend,3,8.0
Timothy,Hernandez,,France,2024-08-12,18.0,,Python Developer,9,7.0
Kyle,Harper,elizabethnelson@hotmail.com,Canada,2025-03-11,15.0,Lead,Development - CMS Backend,4,3.0
Nathan,Juarez,leonardterri@hotmail.com,Canada,2025-08-10,,Trainee,Development - CMS Backend,4,9.0
Ernest,Ibarra,brandywang@yahoo.com,Colombia,2023-06-16,19.0,Manager,Social Media Community Management,0,3.0
Rebecca,Krueger,barkercameron@gmail.com,Argentina,2021-05-21,13.0,Manager,Java Backend,0,0.0
Patrick,Rodriguez,ereeves@yahoo.com,Canada,2021-04-09,13.0,Intern,React Frontend,10,0.0
Caitlin,Richardson,potterronald@hotmail.com,India,2025-12-18,13.0,Mid-Level,QA Manual,0,10.0
Michelle,Johnson,nhahn@hotmail.com,Argentina,2023-03-17,11.0,Intern,Python Developer,4,8.0
Danielle,Jones,elee@gmail.com,UK,2024-10-20,5.0,Intern,Data Engineer,1,0.0
Ashley,Webster,brownjohn@hotmail.com,India,2021-10-15,19.0,Trainee,Data Engineer,2,1.0
Rachel,Clark,zcarter@hotmail.com,Argentina,2023-10-12,12.0,Junior,Data Engineer,7,6.0
Matthew,Stanton,ronnielarsen@yahoo.com,Canada,2021-08-06,15.0,Manager,Data Engineer,9,1.0
Valerie,Combs,,Spain,2021-07-15,8.0,Trainee,Adobe Experience Manager,7,
Connor,Santiago,xsullivan@gmail.com,Brazil,2025-08-31,1.0,Lead,Mulesoft,9,3.0
David,Jones,hudsontiffany@hotmail.com,Brazil,2021-09-14,2.0,Intern,Development - CMS Backend,1,9.0
Randall,Graham,rachaelnorton@yahoo.com,Germany,2021-06-01,9.0,Senior,Adobe Experience Manager,7,1.0
Charles,Ward,taylor22@yahoo.com,USA,2025-12-26,19.0,Mid-Level,Development - CMS Backend,10,2.0
Jeremy,Cuevas,adiaz@hotmail.com,Colombia,2024-03-14,,Manager,Python Developer,8,5.0
Timothy,Ross,hernandezbrandon@gmail.com,France,2022-01-17,9.0,Mid-Level,QA Manual,9,6.0
Jesse,Herrera,samuel76@yahoo.com,Ecuador,2025-07-04,7.0,Senior,Client Success,9,1.0
Richard,Herrera,fwhite@hotmail.com,Germany,2023-08-15,16.0,Senior,Python Developer,5,8.0
Sherry,Hardy,dwalker@yahoo.com,Spain,2025-04-30,-5.0,Trainee,Python Developer,100,1.0
Melissa,Spencer,ryan18@hotmail.com,Argentina,2023-02-07,5.0,Senior,Adobe Experience Manager,10,3.0
Joshua,Carrillo,rjohnson@gmail.com,Ecuador,2022-04-23,6.0,Trainee,Data Engineer,100,4.0
Lucas,Tanner,sarahbrooks@yahoo.com,Canada,2025-12-08,14.0,Manager,Python Developer,2,7.0
Elizabeth,Townsend,vrios@yahoo.com,UK,2024-05-31,17.0,Trainee,Python Developer,4,3.0
William,Acosta,,France,2021-08-18,8.0,Trainee,Mulesoft,2,0.0
Samantha,Ortiz,markbentley@yahoo.com,Argentina,2022-04-25,7.0,Mid-Level,React Frontend,2,6.0
Johnathan,Smith,robert32@yahoo.com,Ecuador,2025-03-13,9.0,Intern,Data Engineer,8,8.0
Curtis,Cordova,mckinneyjeffrey@yahoo.com,Brazil,2025-06-01,3.0,Manager,DevOps,4,10.0
Rebecca,Petersen,agonzales@yahoo.com,Argentina,2025-03-03,19.0,Trainee,Social Media Community Management,7,10.0
Jacqueline,Mann,nhampton@hotmail.com,Australia,2024-04-06,7.0,Lead,Java Backend,6,4.0
Pamela,Knapp,james81@gmail.com,Argentina,2025-07-12,0.0,Manager,Python Developer,3,10.0
Ronald,Chan,nathaniel11@gmail.com,Germany,2024-07-12,7.0,Trainee,Python Developer,2,1.0
Shane,Wiley,martinbryan@yahoo.com,Germany,2025-09-30,11.0,Manager,Mulesoft,2,10.0
Katie,Michael,prestonashley@gmail.com,Australia,2022-05-29,14.0,Manager,Python Developer,10,8.0
Anthony,Lewis,richardsontiffany@yahoo.com,USA,2025-09-13,12.0,Junior,Python Developer,1,2.0
Ashley,Smith,amanda34@hotmail.com,India,2024-06-22,15.0,Intern,Python Developer,4,1.0
Eric,Shelton,yadams@hotmail.com,Colombia,2022-09-28,17.0,Lead,Sales,1,3.0
Judy,Rodriguez,katrinatrevino@yahoo.com,Australia,2022-12-06,0.0,Intern,Mulesoft,1,3.0
Amanda,Carlson,qwright@yahoo.com,France,2022-12-02,16.0,Lead,Data Engineer,3,10.0
Joseph,Myers,rebeccali@gmail.com,Ecuador,2022-08-06,15.0,Mid-Level,QA Manual,5,9.0
Nancy,Martinez,mackwayne@hotmail.com,Argentina,2024-10-10,4.0,Intern,React Frontend,5,4.0
Joseph,Wilcox,hobbszachary@hotmail.com,Ecuador,2021-05-12,19.0,Trainee,DevOps,7,0.0
James,Gonzalez,jacob28@hotmail.com,Colombia,2024-09-26,20.0,Junior,QA Manual,10,
Janet,Mcguire,timothy13@yahoo.com,Australia,2024-06-15,9.0,Trainee,Sales,5,10.0
Bryan,Turner,bishoppatricia@gmail.com,USA,2022-11-28,5.0,Mid-Level,Sales,5,0.0
Hayley,Hardin,michael61@hotmail.com,UK,2021-11-07,11.0,Manager,QA Manual,3,9.0
Michelle,Castillo,nicholassmith@gmail.com,Argentina,2025-02-23,9.0,Senior,Sales,4,6.0
Michael,Mcbride,ilong@gmail.com,Canada,2022-11-07,16.0,Trainee,Client Success,10,10.0
Louis,Lopez,robertochoa@yahoo.com,Canada,2023-06-18,1.0,Junior,Data Engineer,6,4.0
Joseph,Cox,richardsharp@yahoo.com,Ecuador,2023-05-03,,Mid-Level,QA Manual,9,9.0
Jennifer,Carter,pperry@yahoo.com,Australia,2022-10-28,19.0,,QA Manual,10,5.0
Donald,Spencer,muellercurtis@gmail.com,Brazil,2024-08-23,5.0,Senior,Java Backend,8,6.0
Bonnie,Mccall,chanjordan@hotmail.com,India,2024-08-21,12.0,Manager,Social Media Community Management,3,0.0
Daniel,Murphy,vaughnjoan@hotmail.com,Brazil,2021-08-22,8.0,Mid-Level,Development - CMS Backend,9,4.0
John,Martinez,angela87@hotmail.com,Ecuador,2024-06-18,11.0,Intern,Development - CMS Backend,0,7.0
Maureen,White,joseph21@hotmail.com,Mexico,2025-07-08,17.0,Junior,Sales,5,2.0
Zachary,Richards,lisa73@gmail.com,France,2022-08-11,7.0,Lead,React Frontend,1,1.0
Scott,Kaiser,ricky08@gmail.com,Germany,2021-05-26,,Manager,Development - CMS Backend,10,1.0
Samantha,Carr,catherinerodriguez@gmail.com,Argentina,2025-05-23,1.0,Lead,Mulesoft,6,3.0
Steven,Smith,karicrane@hotmail.com,Germany,2024-11-08,7.0,Intern,Social Media Community Management,5,6.0
Donald,Rodriguez,dtaylor@yahoo.com,Brazil,2024-09-25,9.0,Intern,Development - CMS Backend,8,1.0
Steven,Jackson,ubrown@gmail.com,France,2021-09-14,8.0,Junior,Sales,5,5.0
Terri,Sanchez,tsmith@yahoo.com,Spain,2022-03-16,17.0,Junior,Java Backend,5,6.0
Nicholas,Choi,bfranco@yahoo.com,Canada,2026-02-09,7.0,Manager,React Frontend,3,8.0
Joyce,Becker,abrown@gmail.com,Australia,2024-08-21,18.0,Lead,Mulesoft,8,6.0
Michelle,Smith,njones@gmail.com,Argentina,2022-08-23,2.0,Intern,Adobe Experience Manager,2,0.0
Eric,Livingston,dawntorres@hotmail.com,Brazil,2024-10-08,8.0,Manager,DevOps,0,7.0
Clarence,Garcia,yolanda78@yahoo.com,Brazil,2023-03-09,12.0,Intern,Social Media Community Management,10,2.0
Amy,Aguilar,larsonmercedes@hotmail.com,India,2023-03-12,8.0,Lead,QA Manual,9,6.0
Jean,West,teresahernandez@gmail.com,Australia,2024-09-17,19.0,,Adobe Experience Manager,7,5.0
Jonathan,Hall,alvaradogeorge@hotmail.com,Ecuador,2023-08-04,,Junior,DevOps,7,2.0
Lauren,Herring,welchpaula@hotmail.com,Mexico,2022-08-10,12.0,Manager,Mulesoft,10,1.0
Manuel,Hoffman,darrell94@hotmail.com,Canada,2023-05-18,7.0,Senior,QA Manual,0,3.0
Sarah,Hawkins,,Spain,2022-01-20,14.0,Senior,DevOps,8,0.0
Kylie,Torres,garypowers@hotmail.com,Mexico,2026-01-08,12.0,Mid-Level,Sales,1,9.0
Brittany,Atkins,wandamoore@yahoo.com,India,2022-03-31,20.0,Manager,Client Success,5,9.0
Jill,Burke,matthew39@yahoo.com,Australia,2023-02-28,,Lead,Mulesoft,8,6.0
Tanya,Henderson,jsmith@gmail.com,Spain,2022-03-08,16.0,Mid-Level,Client Success,5,2.0
Kevin,Smith,kschmidt@hotmail.com,Ecuador,2025-10-07,14.0,Intern,Python Developer,6,1.0
Amy,Douglas,kayla81@yahoo.com,India,2022-01-24,18.0,Lead,QA Manual,8,4.0
Travis,Houston,karen91@gmail.com,France,2022-06-16,2.0,Trainee,Java Backend,4,6.0
Ryan,Abbott,james45@hotmail.com,Germany,2024-11-18,13.0,,Mulesoft,0,0.0
Cynthia,Conway,paulhodge@gmail.com,UK,2023-05-12,9.0,Manager,DevOps,8,0.0
Maria,Zuniga,gregory46@gmail.com,Mexico,2021-11-15,16.0,Manager,Development - CMS Backend,9,9.0
James,Murray,mark06@hotmail.com,Colombia,2023-09-07,7.0,Senior,Client Success,6,7.0
Jason,Shepherd,wstewart@hotmail.com,Colombia,2022-01-08,17.0,Trainee,Client Success,7,4.0
Jimmy,Larson,edward66@yahoo.com,Ecuador,2023-01-26,11.0,Lead,Java Backend,1,7.0
George,Williams,,Colombia,2021-04-25,16.0,Intern,Sales,4,10.0
Brittany,Green,yangrebecca@hotmail.com,India,2023-03-05,10.0,Junior,Development - CMS Backend,7,2.0
Angela,Brown,lfoster@gmail.com,India,2021-11-07,8.0,Intern,React Frontend,6,1.0
Michael,Watson,joanjohnson@gmail.com,Canada,2024-10-19,14.0,Mid-Level,Data Engineer,6,6.0
Michael,Bautista,madisonmontoya@yahoo.com,Canada,2022-01-28,8.0,Manager,Sales,3,5.0
Christina,Hubbard,heidicrosby@gmail.com,UK,2025-09-26,11.0,Trainee,React Frontend,1,3.0
Brian,Gordon,catherine67@hotmail.com,USA,2023-03-03,,Senior,QA Manual,9,
Matthew,Jackson,jesseball@hotmail.com,Canada,2021-04-21,16.0,Junior,Mulesoft,2,8.0
Jennifer,Williams,joseph40@hotmail.com,Australia,2023-01-24,5.0,Intern,Development - CMS Backend,8,8.0
Elizabeth,Wright,cparker@yahoo.com,UK,2023-09-27,7.0,Junior,Data Engineer,3,2.0
Susan,Knox,irobinson@hotmail.com,Spain,2023-04-16,9.0,Manager,DevOps,0,0.0
Joshua,Santiago,bwatson@hotmail.com,Ecuador,2022-12-05,14.0,Lead,Java Backend,9,3.0
Nicole,Lawrence,jeffreydouglas@gmail.com,Argentina,2022-08-17,3.0,Lead,Sales,3,9.0
Matthew,Burton,nprice@hotmail.com,Canada,2024-09-29,17.0,Lead,Data Engineer,7,0.0
Wesley,Short,kaylacox@hotmail.com,France,2024-02-29,10.0,Trainee,Social Media Community Management,7,6.0
Kristen,Austin,megandominguez@hotmail.com,Mexico,2023-02-13,8.0,Lead,Social Media Community Management,9,1.0
Jill,Wolf,rsloan@yahoo.com,Australia,2023-08-09,8.0,Trainee,Social Media Community Management,9,
Alyssa,Malone,briankrause@yahoo.com,France,2026-01-22,7.0,Trainee,QA Manual,1,4.0
Maria,Roberts,jennifercaldwell@hotmail.com,Mexico,2021-10-18,2.0,Mid-Level,Python Developer,9,9.0
Amber,Hernandez,anthony08@hotmail.com,India,2024-04-08,20.0,Junior,Python Developer,3,0.0
Teresa,Henry,michelebautista@hotmail.com,Spain,2022-06-26,,Senior,Java Backend,6,
Malik,Watkins,lesliehill@hotmail.com,Canada,2024-10-27,13.0,Lead,Sales,7,3.0
Samuel,Chandler,jillyoung@gmail.com,Germany,2025-05-11,2.0,Trainee,Python Developer,0,2.0
Laura,Walker,morrislindsay@gmail.com,Mexico,2021-11-10,16.0,Junior,DevOps,7,4.0
Derek,Parker,jevans@yahoo.com,Brazil,2021-06-27,3.0,Mid-Level,Client Success,0,3.0
Kristina,Schneider,taylorbrittany@yahoo.com,Mexico,2024-01-12,,Lead,QA Manual,5,
Andrew,Garcia,oharris@hotmail.com,USA,2023-02-13,17.0,Intern,Client Success,4,10.0
William,Morris,adavis@gmail.com,France,2023-10-10,14.0,Mid-Level,QA Manual,9,8.0
Raymond,Romero,jrichardson@yahoo.com,Germany,2021-06-15,18.0,Senior,Data Engineer,6,6.0
David,Hebert,asmith@gmail.com,Brazil,2025-09-03,5.0,Manager,Data Engineer,5,4.0
Breanna,Gonzalez,sonia47@hotmail.com,India,2022-03-06,14.0,Junior,React Frontend,9,10.0
Gary,Jackson,antoniomartinez@yahoo.com,Colombia,2023-07-24,6.0,Junior,Client Success,0,3.0
Kevin,Robinson,michaeldixon@hotmail.com,Ecuador,2023-06-06,11.0,Junior,Sales,5,9.0
Jay,Henson,nicholstodd@gmail.com,Colombia,2022-12-07,15.0,Manager,Social Media Community Management,2,4.0
Kimberly,Jones,colleenschwartz@gmail.com,Mexico,2024-06-22,8.0,Intern,Python Developer,5,1.0
Nancy,Wheeler,yreid@hotmail.com,Argentina,2025-02-27,19.0,Lead,DevOps,6,7.0
Jillian,Dunn,athompson@gmail.com,Australia,2024-06-25,4.0,Senior,Data Engineer,5,1.0
Christopher,Cruz,david86@hotmail.com,Brazil,2025-03-22,10.0,Mid-Level,Java Backend,8,7.0
Brenda,Mcpherson,drivera@hotmail.com,India,2021-07-24,1.0,Manager,Development - CMS Backend,8,4.0
Gary,Palmer,,Colombia,2025-05-23,15.0,Senior,React Frontend,7,3.0
Erik,Martin,johnsonchristina@gmail.com,Colombia,2022-02-13,3.0,Junior,Client Success,4,
Isaiah,Sanders,juarezshannon@gmail.com,Colombia,2024-09-09,4.0,Mid-Level,Sales,9,0.0
Michael,Sanford,hubbardfrank@hotmail.com,Canada,2024-06-29,6.0,Manager,Adobe Experience Manager,2,6.0
Kari,Wright,gregorywalker@yahoo.com,Australia,2025-03-08,5.0,Junior,Client Success,3,9.0
Amanda,Fisher,taylorvernon@yahoo.com,France,2025-02-12,9.0,Mid-Level,Social Media Community Management,10,4.0
Michael,Brown,christopher08@gmail.com,Canada,2024-08-05,13.0,Intern,Mulesoft,9,5.0
Laura,Russo,tonycooper@yahoo.com,Mexico,2025-02-13,7.0,Manager,DevOps,7,4.0
Sarah,Lee,nicholebrown@hotmail.com,Spain,2025-09-23,13.0,Junior,Sales,8,6.0
Richard,Garcia,walkerjoseph@hotmail.com,Germany,2022-12-07,13.0,Intern,Adobe Experience Manager,7,0.0
Katherine,Henry,odonnellpatricia@hotmail.com,Australia,2022-05-16,19.0,Senior,Development - CMS Backend,9,1.0
Vanessa,Murphy,zlee@yahoo.com,Spain,2023-05-29,,Mid-Level,Sales,2,5.0
Seth,Taylor,gilbertpatrick@hotmail.com,Germany,2023-01-29,0.0,Intern,React Frontend,6,6.0
Andrea,West,brett33@yahoo.com,India,2024-03-29,8.0,Senior,QA Manual,10,7.0
Jacob,Daniels,ycarey@yahoo.com,Colombia,2024-01-12,8.0,Senior,Client Success,7,3.0
Kathleen,Wright,rnielsen@gmail.com,Australia,2023-01-29,1.0,Junior,Java Backend,2,10.0
Nicole,Morgan,tuckerwilliam@hotmail.com,Argentina,2025-07-21,15.0,Mid-Level,Adobe Experience Manager,0,2.0
Debbie,Costa,robertsjessica@yahoo.com,UK,2021-10-22,7.0,Manager,Development - CMS Backend,6,8.0
Christopher,Estes,amy61@gmail.com,Brazil,2024-02-10,5.0,Manager,DevOps,2,
Sonya,Frost,bryan86@yahoo.com,Spain,2021-12-19,12.0,Manager,QA Manual,0,9.0
Laura,Michael,ramirezroberta@yahoo.com,Mexico,2022-04-25,0.0,Manager,Data Engineer,6,0.0
John,Davidson,shawamanda@gmail.com,Ecuador,2024-11-30,18.0,Lead,Python Developer,10,5.0
Joshua,Walters,lindawood@yahoo.com,Ecuador,2022-08-28,14.0,Lead,QA Manual,6,10.0
Karl,Carter,sriley@gmail.com,Ecuador,2022-10-24,0.0,Mid-Level,Data Engineer,3,2.0
Ashley,Parker,christinaleblanc@hotmail.com,India,2021-09-09,9.0,Mid-Level,Adobe Experience Manager,1,6.0
Brooke,Clarke,ashley94@hotmail.com,India,2024-04-17,0.0,Trainee,Social Media Community Management,9,7.0
Kristin,Greene,tonyasullivan@gmail.com,Mexico,2021-05-03,11.0,Lead,Data Engineer,4,1.0
Catherine,Evans,randallwatson@hotmail.com,India,2024-03-17,10.0,Mid-Level,Adobe Experience Manager,10,6.0
Diana,Fox,danielle77@gmail.com,UK,2023-02-01,16.0,Senior,Social Media Community Management,10,9.0
Preston,Rogers,andrew98@hotmail.com,Germany,2023-04-24,3.0,Mid-Level,Java Backend,8,4.0
Marie,Gonzalez,,Mexico,2023-06-01,6.0,Junior,Sales,5,4.0
Scott,Mitchell,tiffany52@gmail.com,Germany,2024-05-16,11.0,Junior,QA Manual,9,4.0
Dennis,Garcia,,Brazil,2025-02-16,12.0,Intern,QA Manual,8,4.0
Raymond,Buckley,richardfarmer@hotmail.com,Germany,2025-06-22,4.0,Manager,Adobe Experience Manager,0,9.0
Jose,Tran,alexandra31@hotmail.com,Ecuador,2022-10-29,5.0,Senior,Mulesoft,1,4.0
Mariah,Rose,qhunter@gmail.com,Mexico,2024-03-19,1.0,Senior,Data Engineer,10,6.0
Matthew,Rodriguez,egarrison@gmail.com,Canada,2022-06-05,20.0,Intern,React Frontend,5,10.0
Mary,Poole,alyssa69@yahoo.com,Mexico,2025-03-24,6.0,Trainee,DevOps,2,7.0
Sydney,Ellis,traviswalker@yahoo.com,Spain,2025-05-20,13.0,Senior,DevOps,1,10.0
Michael,Brown,joshualowery@yahoo.com,Canada,2024-11-07,13.0,Intern,Client Success,5,3.0
James,Gardner,nicole54@hotmail.com,Colombia,2024-07-20,9.0,Senior,Python Developer,6,6.0
Carl,Reynolds,juliemcfarland@yahoo.com,USA,2024-03-31,3.0,Senior,DevOps,3,
Mary,Wheeler,mark04@yahoo.com,Mexico,2021-11-08,2.0,Lead,Adobe Experience Manager,9,1.0
Deborah,Richardson,gonzalezmichelle@hotmail.com,UK,2023-06-06,13.0,Mid-Level,Social Media Community Management,8,8.0
Andrew,Williams,stephen58@hotmail.com,USA,2025-06-04,5.0,,Java Backend,10,5.0
Jesse,Cox,egibbs@gmail.com,Ecuador,2022-07-11,14.0,Mid-Level,DevOps,2,8.0
Charles,Johnson,jnielsen@gmail.com,USA,2024-08-02,7.0,Intern,Data Engineer,1,6.0
Jo,Thomas,amybauer@gmail.com,Australia,2022-08-02,99.0,Junior,Python Developer,10,4.0
Christopher,Wood,johnharrison@gmail.com,Brazil,2025-10-04,2.0,Mid-Level,Development - CMS Backend,4,4.0
Jeffrey,Ramsey,steveblair@gmail.com,Colombia,2024-08-15,2.0,Trainee,Sales,8,0.0
Nathan,Norman,coxkaren@hotmail.com,Canada,2026-02-16,12.0,Trainee,DevOps,0,2.0
James,Evans,wchavez@hotmail.com,Colombia,2022-05-14,1.0,Mid-Level,DevOps,5,5.0
Christine,Johnson,bergerjennifer@gmail.com,UK,2021-08-18,0.0,Intern,React Frontend,7,1.0
Dennis,Chavez,jasonhopkins@yahoo.com,Brazil,2025-03-11,11.0,Senior,Social Media Community Management,6,10.0
Kenneth,Larsen,shannongeorge@gmail.com,Ecuador,2024-03-22,7.0,Trainee,QA Manual,5,5.0
Steven,Chase,elainewebb@hotmail.com,France,2025-01-05,18.0,Trainee,Java Backend,2,4.0
Christopher,Miller,smorton@gmail.com,Brazil,2025-07-18,8.0,Intern,Data Engineer,8,0.0
Brittany,Esparza,,India,2024-03-29,13.0,Manager,Sales,4,2.0
Patrick,Stewart,andrew90@yahoo.com,Canada,2023-02-18,17.0,Mid-Level,DevOps,0,0.0
Adam,Sanchez,brian10@hotmail.com,USA,2025-07-09,9.0,Junior,Development - CMS Backend,8,6.0
Brandon,Paul,stricklandrebecca@hotmail.com,USA,2024-11-19,8.0,Trainee,Adobe Experience Manager,9,10.0
Tammy,Ochoa,garrisonangela@gmail.com,Spain,2025-03-11,5.0,Trainee,DevOps,8,6.0
Sarah,Lee,reynoldschristopher@hotmail.com,Spain,2022-06-13,0.0,Junior,Data Engineer,0,0.0
Douglas,Garcia,harttravis@gmail.com,Brazil,2022-01-11,4.0,Intern,Social Media Community Management,6,7.0
Todd,Hall,nicholas57@hotmail.com,France,2024-08-18,9.0,Junior,Java Backend,8,
Benjamin,Green,christophercochran@yahoo.com,USA,2022-10-30,12.0,Junior,Social Media Community Management,1,2.0
Ricardo,Barr,galvanalan@hotmail.com,Germany,2023-08-29,3.0,Manager,Data Engineer,9,1.0
Ricardo,Garza,leepatricia@gmail.com,Germany,2023-03-18,0.0,Lead,Python Developer,5,8.0
Sandra,Henry,karen30@gmail.com,Spain,2024-10-11,,Senior,Adobe Experience Manager,9,6.0
Kaitlin,Perkins,ydeleon@gmail.com,Australia,2023-02-10,1.0,Lead,QA Manual,0,5.0
Mariah,Hernandez,pamela08@gmail.com,Mexico,2023-11-14,3.0,Junior,Adobe Experience Manager,2,4.0
Brian,Hernandez,fbrown@gmail.com,USA,2022-03-13,16.0,Junior,Data Engineer,10,4.0
Theresa,Garcia,rodney20@gmail.com,Spain,2024-12-17,9.0,Intern,QA Manual,4,2.0
Monica,Higgins,franciscowaters@hotmail.com,Argentina,2026-02-13,11.0,Trainee,Data Engineer,6,4.0
Peter,Payne,amoon@yahoo.com,Germany,2021-06-01,1.0,Senior,DevOps,10,7.0
Jeffery,Williams,ydean@gmail.com,Colombia,2025-03-05,2.0,,Social Media Community Management,4,1.0
Alicia,Griffin,lindseymathis@hotmail.com,France,2025-05-25,,Senior,Data Engineer,7,2.0
Sheila,Parrish,bobbycastro@yahoo.com,Spain,2024-06-30,,Manager,Sales,4,2.0
Alex,Wu,tylerwashington@hotmail.com,USA,2021-03-21,12.0,Manager,Social Media Community Management,5,5.0
Ashley,Hunter,xstephens@hotmail.com,India,2021-10-31,8.0,Senior,Sales,1,0.0
Jeremy,Frank,burnsjulie@gmail.com,Colombia,2023-10-05,1.0,Trainee,Mulesoft,4,4.0
Glenn,Morris,jeffrey09@yahoo.com,Colombia,2025-08-24,18.0,Mid-Level,Development - CMS Backend,6,8.0
